725					0.951	0.043
750					1.000	0.044
775					1.036	0.046
800					1.114	0.048
825					1.136	0.049
850					1.129	0.049
875					1.121	0.048
900					1.171	0.050
925					1.201	0.051
950					1.242	0.052
975					1.189	0.051
1000					1.226	0.052
1025					1.348	0.056
1050					1.234	0.052
1075					1.267	0.053
1100					1.319	0.055
1125					1.326	0.055
1150					1.262	0.053
1175					1.350	0.056
1200					1.410	0.058
