0											1	0.0120450364
1.56											1.0471806298	0.0127390937
2.34											1.1538779072	0.0143924913
2.6											1.1708410891	0.0146663503
3.53											1.2030824594	0.0151953601
3.7											1.2384034282	0.0157878109
5.49											1.5856631788	0.0223611745
5.73											1.6133213572	0.0229450156
