725					1.000	0.045
750					1.051	0.047
775					1.090	0.048
800					1.172	0.051
825					1.195	0.051
850					1.187	0.051
875					1.179	0.051
900					1.231	0.053
925					1.262	0.054
950					1.306	0.055
975					1.250	0.053
1000					1.290	0.055
1025					1.418	0.059
1050					1.298	0.055
1075					1.332	0.056
1100					1.386	0.058
1125					1.395	0.058
1150					1.327	0.056
1175					1.420	0.059
1200					1.482	0.061
