Oct 19 2017      1:43:03 pm     Elt: 000004 Seconds.  Real Time: 000005
ID: No spectrum identifier defined
Memory Size: 16384 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,      227, 000
  14,      111, 000
  15,       14, 000
  16,        9, 000
  17,        9, 000
  18,        9, 000
  19,       12, 000
  20,        6, 000
  21,        0, 000
  22,        8, 000
  23,        2, 000
  24,        5, 000
  25,        2, 000
  26,        3, 000
  27,        1, 000
  28,        1, 000
  29,        1, 000
  30,        2, 000
  31,        2, 000
  32,        1, 000
  33,        7, 000
  34,        6, 000
  35,        1, 000
  36,        2, 000
  37,        3, 000
  38,        3, 000
  39,        5, 000
  40,        3, 000
  41,        3, 000
  42,        3, 000
  43,        4, 000
  44,        2, 000
  45,        5, 000
  46,        4, 000
  47,        5, 000
  48,        3, 000
  49,        4, 000
  50,        1, 000
  51,        2, 000
  52,        1, 000
  53,        1, 000
  54,        5, 000
  55,        2, 000
  56,        4, 000
  57,        1, 000
  58,        1, 000
  59,        0, 000
  60,        2, 000
  61,        2, 000
  62,        4, 000
  63,        0, 000
  64,        1, 000
  65,        3, 000
  66,        2, 000
  67,        1, 000
  68,        1, 000
  69,        2, 000
  70,        4, 000
  71,        2, 000
  72,        4, 000
  73,        4, 000
  74,        1, 000
  75,        3, 000
  76,        5, 000
  77,        2, 000
  78,        3, 000
  79,        4, 000
  80,        6, 000
  81,        3, 000
  82,        1, 000
  83,        2, 000
  84,        5, 000
  85,        3, 000
  86,        6, 000
  87,        5, 000
  88,        6, 000
  89,        3, 000
  90,        2, 000
  91,        7, 000
  92,        3, 000
  93,        2, 000
  94,        4, 000
  95,        8, 000
  96,        6, 000
  97,        5, 000
  98,       11, 000
  99,        5, 000
 100,        3, 000
 101,        0, 000
 102,        1, 000
 103,        4, 000
 104,        9, 000
 105,        6, 000
 106,        1, 000
 107,        6, 000
 108,        5, 000
 109,        2, 000
 110,        3, 000
 111,        3, 000
 112,        5, 000
 113,        6, 000
 114,        5, 000
 115,        5, 000
 116,        4, 000
 117,        6, 000
 118,        4, 000
 119,        3, 000
 120,        3, 000
 121,        3, 000
 122,        3, 000
 123,        5, 000
 124,        8, 000
 125,        6, 000
 126,        4, 000
 127,        8, 000
 128,        3, 000
 129,        7, 000
 130,        3, 000
 131,        5, 000
 132,        4, 000
 133,        7, 000
 134,        4, 000
 135,        4, 000
 136,        3, 000
 137,       10, 000
 138,        3, 000
 139,        5, 000
 140,        5, 000
 141,        1, 000
 142,        2, 000
 143,        4, 000
 144,        2, 000
 145,        4, 000
 146,        3, 000
 147,        4, 000
 148,        5, 000
 149,        7, 000
 150,        4, 000
 151,        1, 000
 152,        3, 000
 153,        5, 000
 154,        1, 000
 155,        1, 000
 156,        7, 000
 157,        3, 000
 158,       11, 000
 159,        1, 000
 160,        4, 000
 161,        4, 000
 162,        4, 000
 163,        3, 000
 164,        2, 000
 165,        0, 000
 166,        3, 000
 167,        2, 000
 168,        4, 000
 169,        3, 000
 170,        3, 000
 171,        4, 000
 172,        3, 000
 173,        6, 000
 174,        2, 000
 175,        3, 000
 176,        4, 000
 177,        2, 000
 178,        0, 000
 179,        4, 000
 180,        6, 000
 181,        3, 000
 182,        4, 000
 183,        7, 000
 184,        4, 000
 185,        2, 000
 186,        4, 000
 187,        2, 000
 188,        2, 000
 189,        5, 000
 190,        4, 000
 191,        3, 000
 192,        3, 000
 193,        5, 000
 194,        4, 000
 195,        6, 000
 196,        8, 000
 197,        2, 000
 198,        8, 000
 199,        2, 000
 200,        2, 000
 201,        1, 000
 202,        4, 000
 203,        3, 000
 204,        3, 000
 205,        2, 000
 206,        3, 000
 207,        7, 000
 208,        1, 000
 209,        8, 000
 210,        0, 000
 211,        7, 000
 212,        6, 000
 213,        5, 000
 214,        2, 000
 215,        4, 000
 216,        3, 000
 217,        4, 000
 218,        6, 000
 219,        2, 000
 220,        4, 000
 221,        5, 000
 222,        3, 000
 223,        5, 000
 224,        1, 000
 225,        1, 000
 226,        4, 000
 227,        5, 000
 228,        6, 000
 229,        3, 000
 230,        2, 000
 231,        4, 000
 232,        5, 000
 233,        1, 000
 234,        2, 000
 235,        6, 000
 236,        5, 000
 237,        4, 000
 238,        4, 000
 239,        2, 000
 240,        4, 000
 241,        5, 000
 242,        4, 000
 243,        0, 000
 244,        6, 000
 245,        2, 000
 246,        3, 000
 247,        2, 000
 248,        4, 000
 249,        5, 000
 250,        1, 000
 251,        4, 000
 252,        6, 000
 253,        2, 000
 254,        3, 000
 255,        2, 000
 256,        5, 000
 257,        5, 000
 258,        8, 000
 259,        3, 000
 260,        3, 000
 261,        2, 000
 262,        7, 000
 263,        8, 000
 264,        4, 000
 265,        3, 000
 266,        4, 000
 267,        3, 000
 268,        9, 000
 269,        4, 000
 270,        4, 000
 271,        5, 000
 272,        3, 000
 273,        5, 000
 274,        8, 000
 275,        7, 000
 276,        3, 000
 277,        4, 000
 278,        4, 000
 279,        5, 000
 280,        2, 000
 281,        4, 000
 282,        2, 000
 283,        7, 000
 284,        7, 000
 285,        5, 000
 286,        5, 000
 287,        4, 000
 288,        3, 000
 289,        6, 000
 290,        2, 000
 291,       10, 000
 292,        3, 000
 293,        6, 000
 294,       11, 000
 295,        6, 000
 296,        5, 000
 297,        3, 000
 298,        4, 000
 299,        4, 000
 300,        8, 000
 301,        5, 000
 302,        2, 000
 303,        4, 000
 304,        8, 000
 305,        3, 000
 306,        6, 000
 307,        3, 000
 308,        6, 000
 309,        8, 000
 310,        7, 000
 311,        9, 000
 312,        5, 000
 313,        7, 000
 314,        3, 000
 315,        1, 000
 316,        4, 000
 317,        1, 000
 318,        3, 000
 319,        5, 000
 320,        2, 000
 321,        6, 000
 322,        5, 000
 323,        7, 000
 324,        1, 000
 325,        5, 000
 326,        3, 000
 327,        8, 000
 328,        3, 000
 329,        8, 000
 330,        1, 000
 331,        3, 000
 332,        3, 000
 333,        5, 000
 334,        4, 000
 335,        2, 000
 336,        5, 000
 337,        2, 000
 338,        5, 000
 339,        4, 000
 340,        6, 000
 341,        9, 000
 342,        2, 000
 343,        4, 000
 344,        4, 000
 345,        5, 000
 346,        5, 000
 347,        3, 000
 348,        5, 000
 349,        2, 000
 350,        4, 000
 351,        5, 000
 352,        3, 000
 353,        6, 000
 354,        5, 000
 355,        1, 000
 356,        8, 000
 357,        4, 000
 358,        1, 000
 359,        3, 000
 360,        7, 000
 361,        5, 000
 362,        4, 000
 363,        6, 000
 364,        4, 000
 365,        3, 000
 366,        4, 000
 367,        4, 000
 368,        1, 000
 369,        1, 000
 370,        6, 000
 371,        4, 000
 372,        5, 000
 373,        4, 000
 374,        1, 000
 375,        0, 000
 376,        0, 000
 377,        2, 000
 378,        5, 000
 379,        6, 000
 380,        6, 000
 381,        4, 000
 382,        6, 000
 383,        4, 000
 384,        5, 000
 385,        2, 000
 386,        4, 000
 387,        5, 000
 388,        3, 000
 389,        2, 000
 390,        3, 000
 391,        1, 000
 392,        4, 000
 393,        5, 000
 394,        2, 000
 395,        3, 000
 396,        2, 000
 397,        2, 000
 398,        4, 000
 399,        2, 000
 400,        1, 000
 401,        3, 000
 402,        9, 000
 403,        3, 000
 404,        4, 000
 405,        3, 000
 406,        2, 000
 407,        4, 000
 408,        3, 000
 409,        4, 000
 410,        2, 000
 411,        5, 000
 412,        3, 000
 413,        4, 000
 414,        4, 000
 415,        5, 000
 416,        3, 000
 417,        4, 000
 418,        6, 000
 419,        4, 000
 420,        5, 000
 421,        2, 000
 422,        2, 000
 423,        4, 000
 424,        4, 000
 425,        8, 000
 426,        2, 000
 427,        6, 000
 428,        3, 000
 429,        3, 000
 430,        3, 000
 431,        5, 000
 432,        7, 000
 433,        4, 000
 434,        2, 000
 435,        2, 000
 436,        6, 000
 437,        5, 000
 438,        4, 000
 439,        5, 000
 440,        5, 000
 441,        6, 000
 442,        1, 000
 443,        4, 000
 444,        4, 000
 445,        2, 000
 446,        6, 000
 447,        0, 000
 448,        2, 000
 449,        4, 000
 450,        3, 000
 451,        3, 000
 452,        1, 000
 453,        5, 000
 454,        5, 000
 455,        2, 000
 456,        0, 000
 457,        2, 000
 458,        5, 000
 459,        5, 000
 460,        4, 000
 461,        1, 000
 462,        3, 000
