31.836	15.3894272768	0.22	0.1042320207
666.252	6.3932914941	0.65	0.0064953137
1172.794	3.6839953309	0.84	0.0028096653
1329.680	3.3830772933	0.95	0.002566089
27.756	20.3526677764	0.12	0.0886494818
118.300	7.0892415702	0.25	0.0152232337
603.169	5.4200261713	0.65	0.0060067503
1451.346	4.477418529	0.96	0.0031916541
