0.175	3.6772	1.0583
0.261	3.9426	1.4920
0.345	5.5348	1.4980
0.426	8.1884	1.5126
0.508	9.6290	1.5227
0.58998	11.3728	1.5371
0.64416	13.1924	1.5544
